gene_name,transcript_length,GC_content,gene_name,highly_variable,highly_variable_rank,means,variances,variances_norm,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,on_ratio,pathway
STMN1,1334.6666666666667,48.24,STMN1,True,141.0,1901.2222222222222,1309769.1944444443,2.62221979385122,False,9,5.9555426,1.9395388,0.0,53.599884,4.000032,1.0,
PAFAH2,1254.142857142857,45.67000000000001,PAFAH2,True,6912.0,32.666666666666664,1422.7500000000005,1.1292201645582027,False,7,1.6162868,0.96175605,22.22222222222222,14.546581,2.7438407,0.3333333333333333,
PDIK1L,2561.0,43.1,PDIK1L,False,,52.333333333333336,1284.25,0.5603579702396522,False,9,1.831923,1.040956,0.0,16.487307,2.8614752,0.2222222222222222,
CEP85,2142.375,44.68,CEP85,True,539.0,37.55555555555556,3036.7777777777774,2.0052727812591438,False,6,1.181172,0.77986234,33.333333333333336,10.6305485,2.4536352,0.2222222222222222,
SH3BGRL3,1211.5,61.77,SH3BGRL3,True,4223.0,14988.222222222223,31595585.444444418,1.3160950231864923,False,9,8.209388,2.2202234,0.0,73.88449,4.3159466,1.0,
UBXN11,1512.2222222222222,53.25,UBXN11,False,,91.66666666666667,3832.249999999999,0.843082042973858,False,8,2.6427982,1.2927521,11.111111111111116,23.785183,3.210246,0.6666666666666666,
CD52,476.6666666666667,54.580000000000005,CD52,True,2651.0,5193.111111111111,4416952.736111108,1.4150072277069032,False,9,8.073705,2.2053807,0.0,72.663345,4.299505,1.0,
AIM1L,1175.7,52.15999999999998,AIM1L,True,3592.0,4.111111111111111,126.61111111111113,1.335418843494316,False,2,0.37600577,0.31918493,77.77777777777779,3.3840518,1.4779733,0.1111111111111111,
ZNF683,1150.8,52.459999999999994,ZNF683,False,,5.777777777777778,98.19444444444444,0.8180829321867801,False,3,0.5751293,0.45433736,66.66666666666667,5.176163,1.8206972,0.1111111111111111,
DHDDS,991.04,45.47000000000002,DHDDS,False,,102.66666666666667,4123.499999999998,0.7808353495870489,False,9,3.116054,1.4148949,0.0,28.044487,3.3688288,0.7777777777777778,
HMGN2,931.5555555555555,48.34,HMGN2,True,169.0,3741.3333333333335,4263246.125000001,2.5108374183547584,False,9,7.0058274,2.0801697,0.0,63.05245,4.1597023,1.0,
RPS6KA1,1387.7619047619048,53.510000000000005,RPS6KA1,False,,168.22222222222223,8198.694444444443,0.7903660993394691,False,9,3.5523028,1.5156332,0.0,31.970726,3.49562,1.0,
ARID1A,3758.5555555555557,45.93,ARID1A,False,,111.22222222222223,3403.9444444444434,0.5792283060520819,False,9,2.1268022,1.1400108,0.0,19.14122,3.0027685,0.4444444444444444,
PIGV,1358.142857142857,48.339999999999996,PIGV,True,648.0,30.555555555555557,2218.2777777777774,1.9265571453493824,False,4,1.1510147,0.76593965,55.55555555555556,10.359132,2.430022,0.2222222222222222,
ZDHHC18,1691.2,51.59000000000001,ZDHHC18,False,,32.0,436.5,0.35616963007155866,False,8,1.7370362,1.0068756,11.111111111111116,15.633327,2.8114083,0.1111111111111111,
GPN2,1403.4,48.75,GPN2,True,2538.0,21.555555555555557,1022.5277777777778,1.430797305757112,False,4,1.0403829,0.71313745,55.55555555555556,9.363445,2.3382847,0.2222222222222222,
GPATCH3,1063.3333333333333,50.12,GPATCH3,True,3271.0,6.333333333333333,209.0,1.356330619389803,False,3,0.52494824,0.42196047,66.66666666666667,4.724534,1.7447611,0.1111111111111111,
NUDC,1011.0,48.43,NUDC,False,,376.22222222222223,23545.944444444427,0.7065704805306782,False,9,4.7130527,1.7427535,0.0,42.417473,3.7708619,1.0,
SLC9A1,2065.8571428571427,51.709999999999994,SLC9A1,True,752.0,24.11111111111111,1847.3611111111113,1.8745627400093943,False,5,0.7487284,0.5588889,44.44444444444444,6.7385554,2.046215,0.1111111111111111,
TMEM222,1457.5,51.85000000000001,TMEM222,True,1132.0,84.22222222222223,7020.944444444443,1.7224667871315968,False,8,2.4375086,1.2347469,11.111111111111116,21.937576,3.1327765,0.4444444444444444,
RP11-4K3__A.5,468.0,55.56,RP11-4K3__A.5,True,5615.0,2.4444444444444446,39.02777777777777,1.2880996514679788,False,3,0.39487317,0.3328035,66.66666666666667,3.5538585,1.5159749,0.1111111111111111,
SYTL1,1706.375,58.269999999999996,SYTL1,True,1224.0,33.22222222222222,2440.4444444444443,1.6960048358230115,False,8,1.3530265,0.8557024,11.111111111111116,12.177238,2.578491,0.2222222222222222,
MAP3K6,2242.25,60.790000000000006,MAP3K6,True,1519.0,19.444444444444443,1497.0277777777778,1.6220086816784705,False,3,0.72968316,0.5479382,66.66666666666667,6.567148,2.0238163,0.1111111111111111,
WASF2,3374.5,44.01,WASF2,False,,60.55555555555556,2056.777777777778,0.7571624560799644,False,8,1.6333318,0.96824986,11.111111111111116,14.699986,2.75366,0.1111111111111111,
RP1-159A19.4,283.0,58.55,RP1-159A19.4,True,3853.0,3.3333333333333335,68.75,1.3256660323342087,False,2,0.5434489,0.43401948,77.77777777777779,4.8910403,1.7734326,0.1111111111111111,
RP1-159A19.3,192.0,53.65,RP1-159A19.3,False,,17.11111111111111,121.86111111111109,0.23512761709856783,False,9,3.1913786,1.4330297,0.0,28.722406,3.3919013,1.0,
IFI6,830.3333333333334,50.03,IFI6,True,83.0,4316.222222222223,6411182.69444444,2.899349307118164,False,9,7.267701,2.1123564,0.0,65.40931,4.195837,1.0,Interferon Signaling
FAM76A,1582.0,43.35000000000001,FAM76A,False,,278.6666666666667,11425.74999999998,0.535648575532523,False,9,3.9694948,1.6033182,0.0,35.725452,3.60347,1.0,
STX12,1062.4,41.41,STX12,False,,74.88888888888889,2250.1111111111113,0.6405575101441279,False,9,2.988069,1.3833072,0.0,26.892622,3.3283622,0.8888888888888888,
PPP1R8,1780.0,44.44,PPP1R8,True,5052.0,19.333333333333332,801.75,1.3067809062536417,False,6,1.0001758,0.6932351,33.333333333333336,9.001582,2.3027432,0.1111111111111111,
THEMIS2,1423.909090909091,54.040000000000006,THEMIS2,False,,99.88888888888889,5380.861111111112,1.056925418577321,False,7,2.5736957,1.2736002,22.22222222222222,23.163261,3.1848333,0.7777777777777778,
RPA2,1077.4,44.15,RPA2,True,574.0,1037.111111111111,342532.3611111113,1.9730979029157893,False,9,5.5892625,1.8854414,0.0,50.303364,3.9377563,1.0,
XKR8,1504.0,55.55,XKR8,True,704.0,15.11111111111111,828.3611111111111,1.8961965147977684,False,4,0.65992725,0.50677377,55.55555555555556,5.9393454,1.9372075,0.2222222222222222,
EYA3,2585.222222222222,39.52,EYA3,True,6709.0,417.0,45036.0,1.155129766160947,False,9,3.8266573,1.5741541,0.0,34.439915,3.5678387,1.0,
DNAJC8,938.3333333333334,43.16,DNAJC8,False,,785.8888888888889,76194.11111111115,0.7028685910215206,False,9,5.539877,1.8779184,0.0,49.85889,3.929055,1.0,
AL353354.1,66.0,42.86,AL353354.1,False,,5.333333333333333,43.00000000000001,0.40228687917396394,False,6,2.2204554,1.1695228,33.333333333333336,19.984098,3.0437648,0.5555555555555556,
ATPIF1,871.75,44.37,ATPIF1,False,,1659.111111111111,137826.36111111118,0.35103463809774216,False,9,6.391698,2.0003574,0.0,57.52528,4.069459,1.0,
MED18,903.0,46.05,MED18,True,3412.0,3.3333333333333335,100.0,1.3464245874032648,False,1,0.32358938,0.2803473,88.88888888888889,2.9123044,1.3641266,0.1111111111111111,
PHACTR4,4200.25,42.87,PHACTR4,True,2128.0,38.44444444444444,3238.777777777778,1.5031330785323722,False,7,1.0212857,0.70373374,22.22222222222222,9.191571,2.321561,0.1111111111111111,
RCC1,1362.3333333333333,50.0,RCC1,True,944.0,22.666666666666668,1367.75,1.7859007112147771,False,4,0.996917,0.6916045,55.55555555555556,8.972253,2.2998066,0.2222222222222222,
SNHG3,1301.5,46.41,SNHG3,True,6319.0,87.55555555555556,5205.2777777777765,1.215107486958053,False,8,2.6991868,1.308113,11.111111111111116,24.29268,3.230515,0.7777777777777778,
TRNAU1AP,1133.0,47.61000000000001,TRNAU1AP,False,,235.55555555555554,7676.777777777784,0.45815234124350285,False,9,4.140891,1.6372265,0.0,37.26802,3.6446145,1.0,
SNHG12,845.4666666666667,51.02999999999999,SNHG12,False,,192.44444444444446,9273.02777777777,0.7392971734880156,False,9,4.108474,1.6309007,0.0,36.976265,3.6369615,1.0,
SNORD99,74.0,47.3,SNORD99,False,,14.222222222222221,85.44444444444446,0.21246908877792517,False,9,3.966532,1.6027218,0.0,35.698788,3.6027436,1.0,
TAF12,1040.25,47.17,TAF12,False,,455.77777777777777,39433.19444444446,0.8810957044733909,False,9,4.8045564,1.7586432,0.0,43.24101,3.789652,1.0,
RP11-442N24__B.1,656.0,47.96,RP11-442N24__B.1,True,3343.0,3.5555555555555554,113.77777777777777,1.3511324641776745,False,1,0.3117714,0.27137843,88.88888888888889,2.8059425,1.3365637,0.1111111111111111,
GMEB1,3069.75,45.96,GMEB1,True,6707.0,50.44444444444444,2533.0277777777783,1.1556801061858017,False,7,1.4162353,0.8822107,22.22222222222222,12.746118,2.6207564,0.1111111111111111,
YTHDF2,1611.888888888889,43.57,YTHDF2,False,,154.66666666666666,7615.750000000004,0.8259410772481369,False,9,3.2519379,1.4473748,0.0,29.26744,3.4100726,0.8888888888888888,
RP4-604A21.1,331.0,48.34,RP4-604A21.1,False,,42.55555555555556,347.77777777777777,0.19539644608977874,False,9,3.6498914,1.5368439,0.0,32.849022,3.5219102,1.0,
SRSF4,1048.5,43.0,SRSF4,False,,143.11111111111111,4795.111111111109,0.5793022253758321,False,9,3.716489,1.5510647,0.0,33.448402,3.5394626,1.0,
MECR,850.4444444444445,48.21000000000001,MECR,True,2904.0,11.333333333333334,410.75,1.3879362582352617,False,4,0.8432636,0.6115377,55.55555555555556,7.5893726,2.1505258,0.1111111111111111,
LAPTM5,1378.6666666666667,52.62,LAPTM5,True,6251.0,2219.3333333333335,806695.7499999991,1.2259554317370434,False,9,6.165813,1.9693215,0.0,55.492317,4.034105,1.0,
PUM1,2160.625,41.04999999999998,PUM1,False,,96.22222222222223,1624.1944444444434,0.3352742119787458,False,9,2.61642,1.2854846,0.0,23.547781,3.2006214,0.6666666666666666,
SNRNP40,1069.125,42.04,SNRNP40,False,,445.0,42267.750000000015,0.9803886524506478,False,9,4.7992597,1.7577302,0.0,43.193336,3.788574,1.0,
RP11-490K7.4,437.0,39.13,RP11-490K7.4,False,,27.666666666666668,1005.4999999999999,0.9984406196676102,False,6,2.099654,1.1312904,33.333333333333336,18.896885,2.9905632,0.4444444444444444,
ZCCHC17,1088.0,41.86000000000001,ZCCHC17,False,,174.11111111111111,11409.361111111111,1.0480258466651704,False,9,3.6541166,1.5377522,0.0,32.88705,3.523033,0.8888888888888888,
PEF1,859.3333333333334,48.36000000000001,PEF1,True,7459.0,209.55555555555554,15028.777777777781,1.060846566348566,False,9,4.233546,1.655089,0.0,38.101913,3.6661713,1.0,
PTP4A2,1083.35,41.84000000000002,PTP4A2,False,,765.7777777777778,94241.94444444438,0.9079155098663229,False,9,5.3474083,1.8480465,0.0,48.126675,3.8944023,1.0,
KHDRBS1,2174.75,43.63,KHDRBS1,False,,193.55555555555554,2921.527777777782,0.23101838865065313,False,9,3.350942,1.4703923,0.0,30.158478,3.4390864,1.0,
TMEM39B,1432.3333333333333,48.850000000000016,TMEM39B,True,626.0,63.111111111111114,6969.1111111111095,1.9364868168488416,False,7,1.8347639,1.0419587,22.22222222222222,16.512875,2.8629363,0.5555555555555556,
KPNA6,2900.6666666666665,44.21,KPNA6,True,1862.0,359.8888888888889,48350.11111111107,1.5514101190103955,False,9,3.5531743,1.5158247,0.0,31.978569,3.495858,1.0,
TXLNA,4933.0,50.3,TXLNA,True,31.0,93.66666666666667,16412.75,3.5103169832570558,False,6,1.1703604,0.7748933,33.333333333333336,10.533244,2.4452336,0.2222222222222222,
CCDC28B,1026.8,54.61999999999999,CCDC28B,False,,48.333333333333336,1661.7499999999998,0.798900391795292,False,7,2.1375918,1.1434556,22.22222222222222,19.238327,3.0075781,0.5555555555555556,
TMEM234,1175.2307692307693,51.48000000000001,TMEM234,False,,24.11111111111111,866.8611111111112,1.0396525338761868,False,5,1.2830373,0.8255067,44.44444444444444,11.547336,2.5295084,0.4444444444444444,
EIF3I,793.5,50.5,EIF3I,True,7048.0,854.6666666666666,138710.00000000012,1.1109644996582317,False,9,5.767006,1.9120587,0.0,51.903053,3.968461,1.0,
LCK,1133.2307692307693,49.59000000000002,LCK,True,288.0,2108.0,2412651.375,2.2611545001597864,False,9,6.208479,1.975258,0.0,55.876312,4.040879,1.0,CD3/TCR Signaling
HDAC1,1113.1818181818182,46.790000000000006,HDAC1,True,517.0,291.8888888888889,46163.111111111095,2.022988496986548,False,9,4.2122097,1.6510038,0.0,37.90989,3.6612484,1.0,
BSDC1,1431.0,47.99,BSDC1,False,,40.111111111111114,767.111111111111,0.4648476718645111,False,9,2.075547,1.1234828,0.0,18.679922,2.979599,0.4444444444444444,
ZBTB8OS,656.0625,44.37,ZBTB8OS,False,,497.44444444444446,19023.777777777756,0.3702900855766339,False,9,5.459029,1.865479,0.0,49.131264,3.914645,1.0,
RBBP4,1242.45,42.94000000000002,RBBP4,False,,453.0,37533.249999999985,0.8467018495497927,False,9,4.6823907,1.737372,0.0,42.141518,3.7644858,1.0,
YARS,1578.111111111111,46.35000000000001,YARS,True,446.0,181.33333333333334,24018.25,2.0834515629845316,False,8,2.882419,1.3564584,11.111111111111116,25.941772,3.293678,0.6666666666666666,
S100PBP,1216.5882352941176,41.44000000000001,S100PBP,False,,138.77777777777777,4230.694444444449,0.5331866223634457,False,9,3.5070162,1.5056354,0.0,31.563145,3.483181,1.0,
RNF19B,2497.3333333333335,44.34,RNF19B,False,,44.22222222222222,761.6944444444443,0.40801789785586584,False,8,1.6704764,0.9822569,11.111111111111116,15.034288,2.7747295,0.1111111111111111,
AK2,922.4615384615385,46.32000000000001,AK2,True,325.0,294.0,51089.499999999985,2.215382707984702,False,9,4.3222237,1.6718912,0.0,38.900013,3.6863766,1.0,
SMIM12,1898.0,47.949999999999996,SMIM12,True,477.0,229.0,33076.0,2.055538185933478,False,8,3.117805,1.4153203,11.111111111111116,28.060246,3.3693712,0.7777777777777778,
RP5-997D16.2,720.0,46.75,RP5-997D16.2,True,2886.0,6.444444444444445,319.7777777777777,1.3893865926068014,False,2,0.4660188,0.38255042,77.77777777777779,4.194169,1.6475366,0.1111111111111111,
ZMYM6,2221.3,39.51,ZMYM6,False,,29.555555555555557,532.7777777777776,0.48401471563050613,False,8,1.4466821,0.89473283,11.111111111111116,13.020139,2.6404948,0.1111111111111111,
SFPQ,1191.9,41.82999999999999,SFPQ,True,6377.0,252.11111111111111,22251.11111111111,1.2048577602147748,False,9,4.0357246,1.6165575,0.0,36.32152,3.6195703,1.0,
ZMYM4,3106.8571428571427,38.63999999999999,ZMYM4,True,7284.0,32.111111111111114,1332.1111111111109,1.081901419621464,False,9,1.1498746,0.7654095,0.0,10.348871,2.4291184,0.1111111111111111,
KIAA0319L,1404.95,41.88999999999999,KIAA0319L,True,2156.0,70.66666666666667,4900.0,1.4983168599397683,False,8,2.2731044,1.1857389,11.111111111111116,20.45794,3.0660946,0.5555555555555556,
RP4-728D4.2,567.5,57.16,RP4-728D4.2,True,972.0,30.77777777777778,2064.444444444445,1.7754598337266758,False,7,1.8596584,1.0507022,22.22222222222222,16.736925,2.8756487,0.4444444444444444,
PSMB2,2701.0,41.0,PSMB2,False,,1202.7777777777778,182181.1944444444,0.8131937816239868,False,9,4.8985696,1.7747098,0.0,44.087128,3.8085968,1.0,
C1orf216,1429.3333333333333,53.73,C1orf216,True,2165.0,20.666666666666668,1204.0,1.4969302546230494,False,6,1.0653186,0.7252845,33.333333333333336,9.587867,2.3597088,0.1111111111111111,
CLSPN,3032.5,42.79,CLSPN,True,569.0,259.1111111111111,37959.86111111114,1.9763079313215184,False,9,2.986885,1.3830103,0.0,26.881966,3.32798,0.7777777777777778,
AGO4,2645.0,41.53,AGO4,True,3962.0,47.55555555555556,2697.0277777777774,1.322417973777894,False,7,1.5066305,0.9189394,22.22222222222222,13.559675,2.6782558,0.1111111111111111,
AGO1,8393.0,44.91,AGO1,True,7422.0,159.44444444444446,10255.277777777776,1.065831762556102,False,9,1.7963235,1.0283055,0.0,16.166912,2.8429837,0.1111111111111111,
AGO3,4529.833333333333,38.75,AGO3,False,,104.22222222222223,5272.1944444444425,0.9784852205603275,False,9,1.9816941,1.0924916,0.0,17.835247,2.93573,0.2222222222222222,
ADPRHL2,1668.0,55.16,ADPRHL2,True,49.0,115.0,22280.0,3.256821569112134,False,5,1.8957874,1.0632571,44.44444444444444,17.062086,2.893815,0.5555555555555556,
MAP7D1,1469.6923076923076,54.659999999999975,MAP7D1,True,7498.0,73.0,3599.499999999999,1.057899906806177,False,8,2.2858136,1.1896143,11.111111111111116,20.572323,3.0714111,0.6666666666666666,
THRAP3,2172.0,43.72,THRAP3,True,6475.0,976.1111111111111,186340.36111111112,1.190645524973354,False,9,4.892378,1.7736596,0.0,44.0314,3.80736,1.0,
LSM10,752.3333333333334,50.65,LSM10,True,3432.0,373.44444444444446,44367.52777777776,1.3463973399852347,False,9,4.9519463,1.7837182,0.0,44.567516,3.819195,1.0,
MRPS15,1319.5,49.28,MRPS15,True,7131.0,370.55555555555554,35815.027777777796,1.0996895368306014,False,9,4.374724,1.6817073,0.0,39.372517,3.6981492,1.0,
LINC01137,1395.0,46.74,LINC01137,False,,21.11111111111111,667.8611111111111,0.9620607690713555,False,5,1.1707437,0.77506983,44.44444444444444,10.536694,2.4455328,0.2222222222222222,
ZC3H12A,1224.0,59.32,ZC3H12A,False,,41.55555555555556,804.0277777777776,0.46555724213757643,False,9,2.3159137,1.1987332,0.0,20.843224,3.0838907,0.4444444444444444,
MEAF6,1261.2222222222222,42.74,MEAF6,False,,410.77777777777777,21330.44444444445,0.5598880352108871,False,9,4.5855517,1.7201833,0.0,41.269966,3.7440767,1.0,
SNIP1,1897.3333333333333,43.19,SNIP1,True,1777.0,38.0,3456.5,1.5680398246704592,False,7,1.3892946,0.8709982,22.22222222222222,12.503652,2.60296,0.1111111111111111,
RP3-423B22.5,259.5,49.25,RP3-423B22.5,False,,3.3333333333333335,19.499999999999993,0.38860015089272987,False,8,1.2261548,0.8002758,11.111111111111116,11.035393,2.4878516,0.1111111111111111,
GNL2,966.2222222222222,42.769999999999996,GNL2,True,2009.0,94.55555555555556,7210.777777777777,1.523198998773967,False,8,2.8640814,1.351724,11.111111111111116,25.776731,3.2875333,0.6666666666666666,
C1orf109,1147.3846153846155,48.38,C1orf109,True,2129.0,29.444444444444443,1646.0277777777783,1.5029995129712919,False,6,1.5489136,0.9356672,33.333333333333336,13.940223,2.704057,0.2222222222222222,
CDCA8,2386.0,45.82,CDCA8,True,358.0,53.77777777777778,5922.444444444445,2.18583474764862,False,6,1.3199744,0.84155613,33.333333333333336,11.87977,2.5556579,0.2222222222222222,
YRDC,1826.0,49.48,YRDC,False,,28.77777777777778,570.1944444444445,0.5369673676716303,False,7,1.422362,0.8847431,22.22222222222222,12.801258,2.6247597,0.1111111111111111,
C1orf122,1091.8,63.25,C1orf122,True,7398.0,51.666666666666664,2412.2500000000005,1.0688016394406081,False,8,2.0605059,1.1185802,11.111111111111116,18.544552,2.9726965,0.5555555555555556,
INPP5B,2085.5454545454545,46.63999999999999,INPP5B,False,,61.44444444444444,1666.5277777777778,0.6026693070217056,False,8,2.068963,1.1213397,11.111111111111116,18.620668,2.9765835,0.2222222222222222,
SF3A3,1105.5555555555557,44.59,SF3A3,True,6078.0,269.1111111111111,25425.11111111112,1.2535674355699844,False,9,4.134743,1.6360298,0.0,37.21269,3.6431677,1.0,
FHL3,1139.0,56.84000000000001,FHL3,True,2275.0,11.88888888888889,761.1111111111111,1.4769931433976864,False,3,0.71292305,0.5382013,66.66666666666667,6.4163074,2.0036812,0.1111111111111111,
UTP11L,1222.4,44.58,UTP11L,False,,489.8888888888889,34572.11111111108,0.6894574982331351,False,9,4.787232,1.7556541,0.0,43.085087,3.7861216,1.0,
RRAGC,1634.25,41.45,RRAGC,True,2287.0,92.33333333333333,6772.250000000002,1.4758660591289863,False,9,2.6512928,1.2950813,0.0,23.861635,3.213326,0.5555555555555556,
MYCBP,1595.2857142857142,43.540000000000006,MYCBP,True,6647.0,118.44444444444444,7455.777777777779,1.1660787090459908,False,9,2.7909555,1.3326181,0.0,25.118599,3.2626476,0.7777777777777778,
AKIRIN1,1508.0,43.9,AKIRIN1,False,,74.11111111111111,2858.611111111111,0.8245323281475645,False,9,2.6069252,1.2828556,0.0,23.462328,3.1971343,0.7777777777777778,
NDUFS5,546.0,46.54,NDUFS5,False,,1375.888888888889,290202.1111111108,1.0258137951152317,False,9,6.628481,2.0318887,0.0,59.65633,4.105224,1.0,Mitochondrial Respiration
MACF1,6127.594594594595,42.56999999999999,MACF1,True,2757.0,428.55555555555554,57055.277777777796,1.4030078109221873,False,9,2.990806,1.3839933,0.0,26.917255,3.3292449,0.8888888888888888,
RP11-69E11.4,813.0,48.89999999999999,RP11-69E11.4,True,2685.0,7.333333333333333,286.0,1.4098719019595523,False,4,0.6393051,0.49427244,55.55555555555556,5.753746,1.9100974,0.1111111111111111,
PABPC4,1178.08,47.26999999999999,PABPC4,True,7015.0,62.666666666666664,3159.5000000000005,1.1154174964089831,False,9,2.3981037,1.2232175,0.0,21.582933,3.1171944,0.6666666666666666,
PPIE,1287.9333333333334,45.04,PPIE,True,2154.0,486.22222222222223,74249.44444444444,1.4984381555322877,False,9,4.612341,1.724968,0.0,41.511066,3.7497644,1.0,
